#HGNC ID	HGNC symbol
1880	CFL1P4
49020	RPL37P25
21055	MTHFD1L
38851	ST13P16
42333	TUBB4BP4
39092	GTF2F2P2
4950	HLA-DRB2
19971	MED8
48102	RNU6-1139P
35564	RPL5P5
46082	RN7SL66P
47407	RNU6-444P
36551	RPL7AP57
35182	DNM1P35
41720	MIR4804
42343	TUBB8P6
39176	HMGB1P36
6645	PRICKLE3
8090	OASL
33980	NDUFB11P1
46199	RN7SL183P
16967	ARPP19
9123	PMS2P1
39136	LDHBP3
47256	RNU6-293P
44168	SH3RF3-AS1
42456	PGAM1P9
25126	NAF1
29958	SDR9C7
4801	HADHA
34355	SNORA80B
38358	MIR4265
49451	NFYC-AS1
32956	IGFL1P1
35134	CCT7P2
41804	MIR4736
33765	LEKR1
42830	RNA5SP53
31629	MIR30E
141	ACTBP8
39328	SNRPGP9
31626	MIR30C1
26115	EXO5
46342	RN7SL326P
25787	CENPT
47244	RNU6-281P
45776	RN7SKP52
38175	MIR4266
38310	MIR4313
45753	RN7SKP29
47935	RNU6-972P
32742	SNORD117
41522	POLD2P1
8981	PIK3R3
35999	RPL12P41
32743	SNORD84
48921	KNOP1P3
35588	RPL7P56
42858	RNA5SP81
30621	SPNS1
2414	CRYGGP
42834	RNA5SP57
48402	RNU1-60P
48554	RNU2-61P
39859	RANP4
38716	ST13P2
32957	IGFL1P2
46352	RN7SL336P
45736	RN7SKP12
41460	FNDC1-IT1
29674	RDH16
47887	RNU6-924P
42339	TUBB3P1
33666	MIR760
36553	RPL5P23
38099	PAICSP6
21068	RAB44
47199	RNU6-236P
26186	TMEM53
44893	UBE2V1P8
42912	RNA5SP114
14055	MRPL10
32631	SNORA38
39589	CHCHD2P5
13480	ULK2
48450	RNU1-108P
32817	MIR561
49494	NACAP7
42223	MTND4P11
9602	PTGIR
37792	GAPDHP38
46691	RN7SL675P
6483	LAMA3
43170	RNA5SP270
46027	RN7SL11P
47813	RNU6-850P
35311	MIR1245A
34383	C2orf71
49495	LINC01153
39824	SAPCD1-AS1
48622	NR2F1-AS1
44686	SDCBPP2
23674	TUBBP5
10218	SNORD61
45891	RN7SKP167
38217	MIR3129
10188	SNORD48
37164	MTRNR2L7
44120	DACT3-AS1
48751	HNRNPH1P1
33387	KRT18P19
10202	SNORD52
37884	RSL24D1P4
45717	RNU7-183P
1980	CILP
23743	RPS15AP5
49355	SUMO2P20
2318	CPNE5
39751	EHMT2-AS1
33925	MIR1236
45069	DNAJC19P6
46904	RNU4ATAC18P
46451	RN7SL435P
32610	SNORA20
48443	RNU1-101P
17233	ELMO2
15256	OR5AN2P
49496	ATE1-AS1
32619	SNORA29
33603	FAM115D
46380	RN7SL364P
2599	CYP21A1P
15279	OR5BR1P
42821	RNA5SP45
17223	UST
34515	AIRN
46319	RN7SL303P
47691	RNU6-728P
38949	MIR3941
19664	GNG8
28395	SGMS2
13041	ZNF248
2637	CYP3A4
27510	SNHG10
15271	OR5BB1P
49497	DMBT1P1
23802	RASL11A
48203	RNU6-1240P
7956	NPY1R
46822	RN7SL806P
39179	QTRT1P1
1127	BTF3P12
41556	MIR4469
11975	TNXA
6849	MAP3K10
1510	CASP8AP2
15177	OR4D8P
46335	RN7SL319P
46456	RN7SL440P
48812	HNRNPFP1
47040	DNM1P49
48466	RNU1-124P
12711	VPS26A
47742	RNU6-779P
15176	OR4D7P
16684	MRPL53
32570	SCARNA13
37781	GAPDHP29
30745	DACT3
18281	PECR
43230	RNA5SP330
46526	RN7SL510P
34154	RNU7-58P
46848	RN7SL832P
19894	TRAPPC1
17165	TFIP11
48399	RNU1-57P
6116	IRF1
46109	RN7SL93P
122	ACP1
19230	TMEM9B-AS1
45037	TDRD15
38271	MIR3162
49024	LINC01036
49025	LINC01037
12447	TYRO3P
26458	ENTHD2
37366	VN1R46P
6869	MAP7
14480	MRPL22
15945	CELA3B
14579	VPS45
3632	FDPSP1
41787	MIR1269B
21668	STK19P
43545	MIR5691
15857	GID8
46566	RN7SL550P
37156	MTRNR2L2
43620	SSU72P1
39875	KRT8P41
11883	TMSB4XP1
49057	LINC01057
41942	FOXP1-AS1
47710	RNU6-747P
48418	RNU1-76P
35605	RPS3AP42
35362	MIR1284
2316	CPNE3
43106	RNA5SP206
47499	RNU6-536P
46035	RN7SL19P
38926	MIR3713
27919	ERVMER61-1
36517	RPL36AP53
41335	FOXP1-IT1
903	AXIN1
45941	RN7SKP217
26040	PARP16
4662	GTF3A
46294	RN7SL278P
45672	RNU7-138P
33375	KRT8P23
44619	FCF1P7
21210	LPAL2
46287	RN7SL271P
32613	SNORA23
49517	UBE2Q2P9
16392	OSBPL5
29404	KLHL29
10711	TRAPPC2P2
20346	C14orf132
32170	DPRXP4
47566	RNU6-603P
46072	RN7SL56P
41844	MIR4677
27039	PTRH1
33857	FBXO48
7958	NPY5R
49052	KATNBL1P2
45880	RN7SKP156
20582	CYP2U1
49373	SNRPGP16
41951	FABP7P1
49163	BMS1P19
48403	RNU1-61P
44074	PGBD4P7
9307	PPP2R3A
7326	MSH3
34449	JMJD7-PLA2G4B
41785	MIR378G
36907	RPL26P31
32625	SNORA35
4954	HLA-DRB6
28418	ZNF684
30957	ZNF33AP1
36674	RPS20P20
21096	GFOD1
41304	AKT3-IT1
45710	RNU7-176P
15944	CELA3A
25313	TKTL2
27706	LINC00877
37306	MIR764
47758	RNU6-795P
7107	MKI67
44976	EIF3LP3
47007	RNU4-71P
48394	RNU1-52P
48083	RNU6-1120P
42452	PGAM1P5
49009	LINC01024
35396	MIR1912
8156	OPRM1
48427	RNU1-85P
4032	FXYD6P2
6864	MAP4K2
47481	RNU6-518P
26108	CLIP4
46164	RN7SL148P
36150	RPS3AP9
46239	RN7SL223P
16192	SLC17A9
33129	HYDIN2
7975	NR2F1
35258	MIR1298
20657	TSPAN1
41762	MIR4436A
32566	SCARNA9
28866	IGF2BP1
35395	MIR1911
33317	TGIF2P1
32615	SNORA25
20581	CYP26B1
859	ATP6V1E1P1
32622	SNORA32
5872	IGLL3P
32703	SNORD6
49022	LINC01035
32557	SNORA1
24926	CCDC85B
49023	CLPTM1LP1
32596	SNORA8
44187	SLC2A1-AS1
24416	CYCSP5
2514	CTNNB1
25638	TMA16
16472	SLC45A2
18107	DEFB130
46732	RN7SL716P
46780	RN7SL764P
43629	TMEM198B
2022	CLCN4
43440	KIAA0196-AS1
46345	RN7SL329P
44056	R3HDM2P1
48551	RNU2-58P
18637	TUBA4B
33137	MIR454
35603	RPL22P11
43993	SUB1P3
46606	RN7SL590P
47843	RNU6-880P
49195	CSPG4P13
25609	FAM214A
27651	HNRNPU-AS1
47833	RNU6-870P
5839	IGKV7-3
42850	RNA5SP73
272	PARP2
42822	RNA5SP46
34080	FAM157B
10535	SAR1B
13718	FOSL1
29040	SZT2
26395	TTC9B
9700	IGDCC3
64	ABCD1P3
44070	PGBD4P5
23090	SLC15A4
42986	PFN1P8
28120	HSD17B7P2
43171	RNA5SP271
26896	RGMB
15694	IGLVIVOR22-1
47405	RNU6-442P
5788	IGKV2-4
6322	KIF4B
25031	PRPF40B
17293	PRKD2
45133	LINC00861
41225	SZT2-AS1
31539	MIR153-1
32222	FAM86B2
41173	HYI-AS1
45774	RN7SKP50
4066	GAB1
2399	CRYBB2P1
27346	OTUD1
43762	HAUS1P3
44058	PES1P1
45779	RN7SKP55
31995	NBPF13P
5776	IGKV2-10
47910	RNU6-947P
6758	MAB21L2
48052	RNU6-1089P
8919	PHF1
45834	RN7SKP110
34345	C1orf228
40528	KDM4A-AS1
47962	RNU6-999P
45136	SOD1P3
10616	CCL18
18871	MMAA
41528	MIR4464
49510	LINC01155
47021	RNU4-85P
39429	UGT2A3P7
5731	IGKV1-13
47748	RNU6-785P
27438	SBF2-AS1
48923	KNOP1P5
46866	RN7SL850P
35655	RPS6P22
48474	RNU1-132P
38373	MIR3132
1736	CDC42
4799	HADH
27843	C9orf117
23787	TMEM63C
48472	RNU1-130P
5777	IGKV2-14
45144	RFPL4AP5
45937	RN7SKP213
41814	MIR4643
10807	SGCD
49076	CASC6
10225	SNORA68
34133	RNU7-37P
2699	DDX3Y
43368	RNA5SP468
155	ACTG1P10
45071	DNAJC19P8
6974	MDM4
32198	UBE2WP1
48776	HNRNPA1P46
5778	IGKV2-18
25782	MCMBP
26542	MPP7
18144	DSEL
3206	EEF1A1P11
48021	RNU6-1058P
30659	SULT1D1P
47832	RNU6-869P
48315	RNVU1-8
12450	TYRP1
49368	COX6CP15
36901	RPS18P13
46847	RN7SL831P
5779	IGKV2-19
47532	RNU6-569P
43221	RNA5SP321
44040	NDUFS5P2
24821	RFFL
25805	CNTD2
39425	KRT18P54
1073	BMP6
10851	SHMT1P1
21292	RIMS3
44493	CHCHD4P5
5734	IGKV1-22
36678	RPL23P4
41384	KDM5C-IT1
37028	RPL7P9
31622	MIR301A
43712	TARS2P1
15680	SPTBN5
48229	RNU6-1266P
14449	OPN4
3701	FHIT
48246	RNU6-1283P
10421	RPS3A
41406	SMYD3-IT1
45994	RN7SKP270
28801	C11orf68
46944	RNU11-4P
38226	MIR3188
40195	DPYD-AS1
36935	RPL39P38
44060	LINC00613
43022	PCAT1
49372	SNRPGP17
38352	MIR4268
4607	PDIA3P1
41585	MIR4729
41326	DPYD-IT1
24542	DPCD
46300	RN7SL284P
45089	PCAT2
48431	RNU1-89P
41953	SEC63P1
15578	REPS1
45109	DLG5-AS1
48942	PRNCR1
38018	H2AFZP5
46529	RN7SL513P
23837	ANO4
42161	SEPHS1P1
36180	RPL26P9
35144	CCT8P1
38307	MIR3189
15517	XYLT2
7600	MYO1F
49476	CASC19
20230	CSN1S2AP
46949	RNU4-13P
17075	TAB2
45128	CCAT1
15875	AP5S1
26536	TTC16
34060	RNY4P10
24169	AFG3L2P1
24694	MICAL3
31586	MIR21
49008	MIR4458HG
31597	MIR219-1
40196	DPYD-AS2
3608	FCAR
47413	RNU6-450P
45129	CASC8
33978	NDUFB8P2
41848	MIR4426
23027	VTRNA3-1P
26077	MARCH1
4873	HERC2P5
38499	TERF1P3
31649	MIR98
9260	PPIL1
4962	HLA-E
31484	MIRLET7F2
38164	SRRM1P3
14484	MRPL28
33670	MIR920
46431	RN7SL415P
4008	FUCA2
46171	RN7SL155P
43394	RNA5SP494
42871	MIR137HG
10627	CCL3
31240	OR13Z1P
45850	RN7SKP126
48939	CASC11
44461	KRT8P47
13201	ADAMTS10
49018	LINC01032
19119	SLC5A8
3019	DRAP1
44942	ZNF101P2
46086	RN7SL70P
29788	MTIF3
3060	DTX1
31241	OR13Z2P
4045	FZD7
16093	BHLHE23
11506	SYP
44061	SERF1AP1
33893	POTEA
45088	TMEM256P2
43906	OTX2-AS1
46495	RN7SL479P
47991	RNU6-1028P
31706	NAP1L6
31242	OR13Z3P
47483	RNU6-520P
49205	KIF28P
44254	LINC00624
44063	STMN1P2
47747	RNU6-784P
48437	RNU1-95P
35356	MIR1278
36568	RPS23P2
31008	C10orf55
43405	RNA5SP505
39465	MTND6P2
49017	LINC01031
11183	SON
9709	PVT1
47210	RNU6-247P
1464	CAMK4
46277	RN7SL261P
35754	RPL7AP71
38752	USP9YP16
11471	SUPV3L1
15867	YTHDF1
7638	NAP1L2
44554	NFU1P2
47422	RNU6-459P
32896	MIR640
47397	RNU6-434P
47854	RNU6-891P
36604	RPL5P19
42465	PGAM4P1
32385	PHF5CP
13770	IGDCC4
34124	RNU7-28P
49240	OOSP1P1
35505	RPL23AP22
32599	SNORA11
1808	CDX4
21113	DLK2
44241	LDHAL6EP
41431	ERI3-IT1
15934	NELFCD
43063	RNA5SP163
37691	ATF1P1
46104	RN7SL88P
47967	RNU6-1004P
25428	KIAA1217
29009	ZNF518A
47332	RNU6-369P
37651	ACTG1P11
43507	MIR5584
3197	EEF1A1P14
32702	SNORD5
46960	RNU4-24P
10216	RNU5F-1
37362	VN1R42P
32608	SNORA18
46932	RNU6ATAC33P
10214	RNU5D-1
35302	MIR1304
13523	CLEC4M
39302	HMGB3P10
32633	SNORA40
48192	RNU6-1229P
43434	MRVI1-AS1
48797	HNRNPA1P67
31975	PDZK1P2
46042	RN7SL26P
21073	TXNDC5
42125	MTND2P24
24332	COPS5P1
46211	RN7SL195P
33813	LINC00336
47011	RNU4-75P
7095	MID1
46895	RNU4ATAC9P
42079	MTND1P30
1934	CHIC1
10205	SNORD55
5162	HPRTP4
34095	RNU6ATAC5P
35137	CCT6P3
10186	SNORD46
33519	RHOXF2B
28609	LINC00663
29291	NYAP2
42712	NUP210P3
38965	MIR3934
13708	GPR182
5161	HPRTP3
48044	RNU6-1081P
30355	SNORD38A
47946	RNU6-983P
30356	SNORD38B
19139	POMGNT1
31452	LURAP1L
13322	HMGA1P2
48991	LINC01016
11043	SLC6A10P
36707	RPS15AP11
1915	CHD1
48471	RNU1-129P
32760	SNORD97
25189	ALKBH8
47713	RNU6-750P
37499	RNVU1-9
48281	RNU6-1318P
41888	MIR4735
44922	HSPA8P7
42522	RNU5E-6P
24390	CYCSP17
47248	RNU6-285P
35271	MIR1205
2359	CRIM1
37951	FGFR3P6
35156	ZNF863P
48448	RNU1-106P
31535	MIR148A
17448	CLSTN2
46961	RNU4-25P
43732	MANEA-AS1
35292	MIR548L
27024	RPL32P3
35273	MIR1207
13702	BIRC7
35274	MIR1208
31113	RAC1P4
42823	RNA5SP47
29993	RHOXF1
20421	LNX2
45950	RN7SKP226
29750	MRPS21P3
49544	LINC01171
6125	IRS1
37693	CCNB1IP1P1
33420	KRT18P50
26069	MIR448
42992	PFN1P4
33533	BRI3P1
29734	MRPS17P1
28494	ACTL9
30208	ERGIC2
28486	MFSD8
28394	ABHD17AP1
10933	SLC17A5
41353	LINC01014
37909	EEF1A1P32
38912	MIR3916
9241	PPBPP1
15391	OR2Z1
46813	RN7SL797P
41798	MIR4636
42867	OSTCP5
41007	UFL1-AS1
48785	HNRNPA1P55
35346	MIR1275
32809	MIR553
35710	RPS7P8
17767	KRT18P9
43048	RNA5SP148
37264	C4orf51
10641	CXCL1P
48490	RNU1-148P
13463	TCL6
47006	RNU4-70P
30011	RHOXF2
21252	CYCSP55
29196	SLC45A4
18791	ZFP57
46234	RN7SL218P
39281	HMGB1P48
48902	LINC00977
16981	PPBPP2
26302	LONRF1
44101	STAU2-AS1
42011	FAM204BP
39595	BCAS2P2
15710	LDB3
35789	RPL35P2
42859	RNA5SP82
14211	BLNK
13556	IFT122
17205	TMEM8A
27455	RCOR2
35344	MIR548H3
31749	ZCCHC13
2317	CPNE4
17196	HELB
44561	EEF1GP6
45930	RN7SKP206
12021	TPST2
38873	COX10-AS1
46950	RNU4-14P
47611	RNU6-648P
23081	RHBDD1
11504	SYNJ2
20422	POLR1D
44065	LINC00616
28416	CCDC26
32216	VENTXP6
46525	RN7SL509P
43760	HAUS1P1
38746	ST13P11
46341	RN7SL325P
37001	RPS15AP10
33359	ZFYVE9P1
4447	GPAA1P1
8273	OR2Q1P
36455	RPL7P25
14933	SIRT5
41009	OSGEPL1-AS1
43717	LINC00570
11996	TOR2A
39088	FTH1P6
46216	RN7SL200P
38017	YAP1P2
49342	HSPE1P23
26939	CWC15
47948	RNU6-985P
48931	SLC16A1P1
42835	RNA5SP58
45755	RN7SKP31
10923	SLC16A2
29233	MAVS
48659	MIR181A1HG
31246	OR2A41P
30810	SEPT7P9
5639	IGHV3OR16-15
16682	ZBTB33
26555	TSGA10IP
35154	MAGEA13P
38887	MIR3686
15085	OR2A15P
45110	GNAI2P2
48462	RNU1-120P
15083	OR2A13P
44137	GZMAP1
48814	HNRNPCP2
39712	GYG1P1
48798	HNRNPA1P68
5641	IGHV3OR16-6
38960	MIR3655
44064	SLC7A11-AS1
31550	MIR181B1
8231	OR2A3P
34019	PRYP2
12654	VTRNA1-1
6984	ME2
31590	MIR181A1
43781	TMA16P2
7637	NAP1L1
37331	VN1R17P
49227	ZBTB45P1
41738	MIR4431
45111	LINC00856
35993	RPS20P21
19222	WSB2
48012	RNU6-1049P
19870	VN1R5
1030	BDKRB2
31012	TEKT4
44130	MED15P9
16914	LRRN2
37314	MIR2277
37058	MIR2113
1939	CHL1
5571	IGHV1OR16-2
49318	EIF4EBP2P3
45903	RN7SKP179
8138	ONECUT1
48263	RNU6-1300P
45206	NPM1P27
16191	NKAIN4
27645	MIR449A
33809	C2orf66
15424	OR2W5
25365	FAM172A
36856	RPL36P18
20374	GSX1
28724	APLF
43435	LINC00498
32794	MIR449B
4232	GDNF
37302	MIR449C
5780	IGKV2-23
48464	RNU1-122P
12655	VTRNA1-2
43436	LINC00499
49330	HSPE1P11
12656	VTRNA1-3
26228	METTL25
392	AKT2
48316	RNVU1-10
5573	IGHV1OR16-4
6107	PDX1
49007	SNHG18
41244	GCSAML-AS1
49454	LINC01138
4837	HCCS
41854	MIR548AI
49498	YBX2P1
16352	FTSJ2
45715	RNU7-181P
5818	IGKV3-25
22957	SPATS1
18519	CBWD3
7739	NEFL
49269	LINC01123
43498	MIR5194
21476	BDH2P1
9902	RBM5
48218	RNU6-1255P
48477	RNU1-135P
10134	RNVU1-11
29528	ZC3H15
48317	RNVU1-12
43457	MIR5687
2163	PCDHA14
47654	RNU6-691P
27193	ZNF827
47922	RNU6-959P
15023	OR14L1P
48509	RNU2-16P
5782	IGKV2-26
13429	RLIM
39118	HMGB1P27
30342	RNF138P1
36239	RPS10P18
40910	TSTD3
9873	RASAL1
34026	ATP5EP2
47960	RNU6-997P
38747	HERC2P8
25339	OR3D1P
42274	MTND5P12
4963	HLA-F
48008	RNU6-1045P
38916	MIR3682
42882	RNA5SP84
9270	PPIAP7
41512	SNX5P1
29014	ZBTB39
2397	CRYBB1
41579	MIR4429
47963	RNU6-1000P
22202	FAM131B
37837	RHOQP3
49499	FAM53B-AS1
8622	PAX8
26086	TMEM255A
1806	CDX2
10538	SART1
5784	IGKV2-29
47741	RNU6-778P
48506	RNU2-13P
42883	RNA5SP85
48318	RNVU1-13
39122	HMGB1P31
46690	RN7SL674P
39466	MTND6P3
47679	RNU6-716P
48980	MCHR2-AS1
7806	NFYC
47572	RNU6-609P
47533	RNU6-570P
8694	PCDHB9
575	AP4S1
33562	SNORD123
43556	LINC00505
47928	RNU6-965P
6685	LRAT
44129	MKNK1-AS1
5819	IGKV3-31
768	ASS1P5
27373	FAM58BP
24988	DNAJB1P1
25130	TMEM169
45217	NPM1P38
48319	RNVU1-14
17785	URAD
45210	NPM1P31
26790	WDR72
12783	WNT4
39878	KRT8P44
6731	NCR1
16508	RAB3IP
6990	MECP2
44969	PRDX2P4
44108	EFCAB14-AS1
14548	PCDHB18
39066	AK4P2
42987	PFN1P3
43490	MIR5690
47315	RNU6-352P
12665	VCL
38178	MIR4296
45706	RNU7-172P
5736	IGKV1-32
44560	EEF1GP5
29753	MRPS21P6
48654	MED15P5
45893	RN7SKP169
42993	PFN1P7
21901	LINC00862
42078	MTND1P29
2396	CRYBA4
46667	RN7SL651P
24426	CYP4Z2P
30145	PCGEM1
31430	LINC00595
25712	PGAP1
43083	RNA5SP183
39341	DNAJA1P5
32168	DPRXP2
48811	HNRNPH1P3
24904	MOB2
8048	NUDT1
25345	RPL23AP32
12761	WEE1
36772	RPS17P8
11712	TDRD1
48320	RNVU1-15
14549	PCDHB19P
29433	KIAA2022
42123	MTND2P22
43395	RNA5SP495
25845	NAA40
33997	PPIAL4E
42860	CAHM
43437	LINC00500
38286	MIR4267
24102	ARSG
9184	POLL
35810	RPL34P6
25132	TIMD4
42988	PFN1P6
16071	HPYR1
5820	IGKV3-34
11521	TAC3
38230	MIR320E
46382	RN7SL366P
43451	MIR4436B2
41587	MIR4436B1
33122	MROH3P
45268	SOD2P1
14197	ELAC1
5738	IGKV1-35
46518	RN7SL502P
48746	HNRNPMP2
48321	RNVU1-16
31247	OR2AO1P
46764	RN7SL748P
38996	MIR3925
26483	GLT1D1
48430	RNU1-88P
4658	GTF2H4
16507	SYNPR
47667	RNU6-704P
33999	PPIAL4F
29616	CNTROB
43158	RNA5SP258
35276	MIR548J
46549	RN7SL533P
42365	LAP3P2
46728	RN7SL712P
44581	MTATP6P7
4994	HMGB1P10
38222	MIR3191
38190	MIR3190
39536	CNN2P11
49126	WISP1-OT1
3765	FLT3
33496	AKR1B1P8
38022	ISCA2P1
43126	RNA5SP226
9950	RECQL5
47693	RNU6-730P
45278	OLA1P3
34177	RNU7-81P
13390	NIF3L1
42214	MTND4P27
44118	NAPA-AS1
47396	RNU6-433P
676	ARHGAP6
42291	MTND5P29
47494	RNU6-531P
46338	RN7SL322P
46398	RN7SL382P
29045	ZBTB40
21160	LINC00473
16330	PPP1R14BP3
595	API5P1
19997	GPR141
47262	RNU6-299P
46327	RN7SL311P
16070	RPL12P2
5786	IGKV2-36
32718	SNORD23
39471	MTND6P8
35761	RPL17P22
39533	CNN2P8
39980	CYP4A26P
7180	MN1
31403	SDAD1P1
47469	RNU6-506P
28401	RBM46
48037	RNU6-1074P
17085	EXOC6B
48411	RNU1-69P
36423	RPS10P7
48177	RNU6-1214P
8715	PCDHGB8P
4640	GSTP1P1
42417	CYP4A43P
36956	RPL23AP80
33425	MIAT
42414	CYP4A27P
38593	NKAIN1P1
43084	RNA5SP184
5787	IGKV2-38
47117	RNU6-154P
11766	TGFB1
46084	RN7SL68P
42416	CYP4A44P
46289	RN7SL273P
3028	DRD5P2
44057	R3HDM2P2
12833	XRCC5
22955	GAPDHP72
34379	PRORSD1P
12458	UBA52
37990	GLULP6
7852	NME4
35846	RPL23AP83
40892	IPO9-AS1
27339	LINC00116
7912	NPM1P10
36949	RPL7P18
39951	CYP4F32P
6393	KIF2C
43715	CYP4A22-AS1
3245	EHD4
38354	MIR548S
48777	HNRNPA1P47
5803	IGKV2D-38
43497	MIR5191
17572	EPDR1
42090	MTND1P34
47860	RNU6-897P
42836	RNA5SP59
43085	RNA5SP185
47464	RNU6-501P
45735	RN7SKP11
33921	MIR1231
39779	PSMC1P4
30418	SH3D19
43077	RNA5SP177
34092	RNU6ATAC2P
38308	MIR4262
47116	RNU6-153P
21553	LINC00577
43716	LINC00853
49279	FAR2P2
39361	HMGN1P17
20569	CCNL1
4409	GNG5P1
48069	RNU6-1106P
48779	HNRNPA1P49
16493	ZMIZ1
12583	UQCRBP1
46477	RN7SL461P
5802	IGKV2D-36
21223	BVES-AS1
33360	KRT8P6
48167	RNU6-1204P
5754	IGKV1D-35
44256	FOXD2-AS1
9002	PITPNB
41549	MIR4462
23550	RPL3P3
18557	ST13P6
26515	COQ10A
41638	MIR4733
16884	SH2D3C
47067	RNU6-104P
24224	CDK12
35702	RPL21P24
47271	RNU6-308P
46301	RN7SL285P
41378	RPS6KA2-IT1
364	AK4P1
42141	MTND2P7
48429	RNU1-87P
48286	RNU6-1323P
35397	MIR1913
46095	RN7SL79P
42927	SETP8
21234	FAM103A2P
46061	RN7SL45P
16327	PPP1R11P2
48	ABCB7
32139	MIR504
41938	ATP6V0E1P4
40959	BTBD9-AS1
41590	MIR4724
2284	COX6B1P4
7433	MTHFD1P1
5828	IGKV3D-34
44518	CRIP1P3
31563	MIR193A
17866	HAVCR1
44264	FGF13-AS1
46906	RNU6ATAC7P
37075	NBPF23
40511	RPS6KA2-AS1
41608	MIR4725
47132	RNU6-169P
25959	GIN1
33693	MIR365B
15852	ARFGAP1
33992	ZFAT-AS1
35488	RPL35P3
5752	IGKV1D-32
7059	MGMT
451	AMACR
45765	RN7SKP41
2153	CNGB3
13421	PTPRVP
42362	TBC1D3P1-DHX40P1
44997	AHCYP5
4475	GPR20
35345	MIR548H4
38931	MIR3939
46481	RN7SL465P
48097	RNU6-1134P
1393	CACNA1F
7957	NPY2R
35142	HSPD1P11
47878	RNU6-915P
44149	SEC1P
45935	RN7SKP211
28289	CCDC97
16473	NME8
42349	CYP46A4P
45916	RN7SKP192
46063	RN7SL47P
47307	RNU6-344P
15140	OR10Y1P
24339	TRIM61
38199	MIR3135A
4149	GAPDHP71
43337	RNA5SP437
25047	LRRC46
48924	MYCLP2
33993	SKINTL
5827	IGKV3D-31
41081	SGOL1-AS1
43111	RNA5SP211
11101	SMARCA5
6857	MAP3K5
15138	OR10V3P
39016	SUMO2P6
9636	PTP4A3
46230	RN7SL214P
47490	RNU6-527P
36017	RPL21P65
42472	RNY4P22
46361	RN7SL345P
47785	RNU6-822P
15137	OR10V2P
23149	UNC13C
47280	RNU6-317P
5751	IGKV1D-27
42998	HIGD1AP3
10835	SH3GL1P1
40419	NUCB1-AS1
26466	FAM218A
47778	RNU6-815P
21181	SUMO4
29543	SNURFL
43609	ANKRD18EP
31070	FABP5P7
41559	MIR4634
13638	VENTXP7
49243	SRD5A3P1
27984	ZNF517
24310	PLEKHO1
44950	NIFKP2
7976	NR2F2
9297	PPP1R8P1
17070	SWAP70
47686	RNU6-723P
21162	TRIM60
38684	E2F4P1
41136	ZNF385D-AS1
21236	MLLT4-AS1
48396	RNU1-54P
39635	SNX18P27
49409	ADAMTS7P3
8025	NTF6A
46997	RNU4-61P
49281	KLF2P2
39622	SNX18P14
11286	SRD5A1P1
22947	NLRP7
42420	ZNF385D-AS2
33875	ZNF826P
8027	NTF6G
26557	LINC00477
6016	IL5
3074	DUSP8
4997	HMGB1P5
8026	NTF6B
25334	ELMOD1
6770	SMAD4
39956	CYP4F62P
28147	EIF1AD
48919	KNOP1P1
28603	LINC00301
39957	CYP4F44P
39862	RANP7
18058	STARD4
42995	PFN1P12
18523	FOXD4L3
2364	CRLF1
39822	SALL4P5
20953	KIF25-AS1
46724	RN7SL708P
45730	RNU7-196P
41482	AGBL4-IT1
1820	CEACAM8
31400	SLC6A21P
36862	RPL24P7
24413	CYCSP4
26118	MAP9
26775	TMEM192
2993	DONSON
42178	TUBBP9
38731	TCEB1P26
1955	CHRNA1
46054	RN7SL38P
46922	RNU6ATAC23P
44512	UBE2E2-AS1
48456	RNU1-114P
48322	RNVU1-17
32140	MIR505
48434	RNU1-92P
23851	CDY9P
16490	DPP8
2294	COX8A
39450	ARL2BPP6
37496	RNVU1-18
47080	RNU6-117P
33151	SUMO1P4
32843	MIR587
46830	RN7SL814P
34507	ZNF859P
48262	RNU6-1299P
31744	TAF9P2
21175	ZC3H12D
33369	KRT8P17
28422	TSEN2
39772	HNRNPA3P3
43642	TDRG1
38392	MIR4324
24252	FAHD2A
42130	MTND2P29
38453	CLUHP2
45872	RN7SKP148
21114	C6orf89
47189	RNU6-226P
35623	RPS24P12
37298	CTAGE13P
4524	PROKR1
17450	CYP3A43
47621	RNU6-658P
47436	RNU6-473P
48293	RNU6-1330P
32937	LRRFIP1P1
35338	MIR1270-1
12034	TRAF4
28676	SPATA8
21204	IPCEF1
47003	RNU4-67P
38387	MIR1270-2
2206	COL4A4
46743	RN7SL727P
43859	SLC25A39P1
47896	RNU6-933P
47400	RNU6-437P
10159	SNORD32A
35958	RPL23AP50
37736	FAM224A
10160	SNORD33
42180	TUBB4BP1
48662	LINC00951
43422	RNA5SP522
10161	SNORD34
43714	PCAT6
43423	RNA5SP523
44928	HSPA8P13
39277	HMGB1P45
10162	SNORD35A
47200	RNU6-237P
2754	DECR2
47213	RNU6-250P
46039	RN7SL23P
17365	SNORD35B
23982	TUBB1P1
23596	KRTAP5-1
15062	OR1X1P
461	AMELX
48866	MTHFD2P3
27319	LINC00870
36420	RPL27AP5
45986	RN7SKP262
41599	MIR4488
36797	RPL3P7
13994	PRDM9
47811	RNU6-848P
46486	RN7SL470P
23597	KRTAP5-2
27433	ZMIZ1-AS1
44618	FCF1P6
15413	OR2A20P
26111	C4orf29
43666	OSTM1-AS1
9520	PSG3
13043	ZNF25
25270	CYP4F30P
29050	LINC00869
37135	FAM41AY2
17960	RPLP0P2
48485	RNU1-143P
22212	DENND2A
42001	BLOC1S5-TXNDC5
754	ASNSP1
